SORTEO,R1,R2,R3,R4,R5,FECHA
19702,3,6,6,8,8,2016-11-17
19701,4,0,7,9,5,2016-11-17
19699,4,7,7,4,0,2016-11-16
19694,0,3,1,7,3,2016-11-14
19688,7,7,0,6,1,2016-11-12
19677,7,1,3,0,7,2016-11-09
19668,4,8,6,6,2,2016-11-06
19646,6,3,3,4,0,2016-10-29
19645,5,9,0,9,7,2016-10-29
19630,3,3,7,7,1,2016-10-24
19619,1,6,8,5,8,2016-10-20
19609,0,3,1,5,1,2016-10-17
19608,8,4,2,9,7,2016-10-17
19607,7,4,6,7,8,2016-10-16
19606,4,7,2,9,8,2016-10-16
19605,3,8,4,9,6,2016-10-16
19587,7,4,7,5,5,2016-10-10
19585,7,3,8,9,1,2016-10-09
19564,9,9,3,7,8,2016-10-02
19556,1,7,6,2,8,2016-09-29
19539,0,9,8,7,3,2016-09-24
19525,5,9,6,0,8,2016-09-19
19520,8,2,7,5,9,2016-09-17
19515,1,9,0,0,8,2016-09-16
19512,2,1,9,2,8,2016-09-15
19510,3,4,7,7,8,2016-09-14
19504,1,9,3,0,4,2016-09-12
19501,9,8,3,4,7,2016-09-11
19497,5,5,5,1,6,2016-09-10
19494,5,6,5,1,3,2016-09-09
19488,3,5,6,4,5,2016-09-07
19483,1,6,6,0,0,2016-09-05
19457,0,6,2,7,2,2016-08-27
19445,8,2,7,6,3,2016-08-23
19434,0,3,7,0,2,2016-08-20
19429,0,5,3,7,9,2016-08-18
19393,0,0,5,5,6,2016-08-06
19386,9,8,1,2,5,2016-08-04
19388,9,6,2,5,2,2016-08-04
19379,9,0,4,0,7,2016-08-01
19373,0,7,2,1,6,2016-07-30
19350,5,9,7,4,5,2016-07-23
19339,8,4,1,4,6,2016-07-19
19332,5,2,0,7,8,2016-07-17
19327,5,5,0,8,0,2016-07-15
19320,1,0,6,1,5,2016-07-13
19319,1,6,3,2,7,2016-07-12
19317,7,5,7,3,3,2016-07-12
19306,7,9,9,7,2,2016-07-08
19301,6,6,0,7,9,2016-07-06
19284,0,7,6,0,8,2016-07-01
19260,3,1,8,1,9,2016-06-23
19251,6,7,7,1,4,2016-06-20
19239,7,8,7,8,4,2016-06-16
19232,0,2,0,8,1,2016-06-13
19231,4,4,0,3,3,2016-06-13
19225,2,9,6,1,0,2016-06-11
19221,8,5,4,7,3,2016-06-10
19208,0,0,2,2,6,2016-06-05
19158,3,2,6,9,8,2016-05-20
19153,5,5,5,3,6,2016-05-18
19143,6,6,4,6,3,2016-05-15
19124,6,1,1,3,3,2016-05-08
19110,1,1,2,6,1,2016-05-04
19106,5,5,4,2,0,2016-05-02
19103,9,2,7,5,9,2016-05-01
19096,8,5,4,1,2,2016-04-29
19086,0,1,1,1,2,2016-04-26
19057,3,7,2,9,6,2016-04-16
19054,3,9,4,8,4,2016-04-15
19050,9,3,6,2,5,2016-04-14
19047,8,0,7,8,6,2016-04-13
19043,7,5,9,5,5,2016-04-11
19040,7,3,0,2,4,2016-04-10
19034,5,4,7,7,4,2016-04-08
19028,9,1,7,0,2,2016-04-06
19027,1,1,3,9,0,2016-04-06
19019,3,0,8,1,1,2016-04-03
19011,6,4,2,9,7,2016-04-01
19003,7,8,7,8,7,2016-03-29
19002,4,7,7,5,6,2016-03-29
19000,3,6,3,5,9,2016-03-28
19001,6,5,9,7,7,2016-03-28
18995,0,2,3,5,0,2016-03-26
18972,1,2,2,7,2,2016-03-19
18968,9,6,6,6,7,2016-03-17
18932,0,4,9,2,4,2016-03-05
18919,6,8,6,6,7,2016-03-01
18903,3,4,4,2,3,2016-02-25
18899,9,3,9,5,3,2016-02-23
18896,8,0,6,9,1,2016-02-22
18886,8,9,9,3,5,2016-02-19
18881,5,7,0,9,4,2016-02-17
18868,7,5,3,8,9,2016-02-13
18855,7,4,2,3,7,2016-02-09
18848,5,7,8,5,4,2016-02-06
18842,3,1,9,8,5,2016-02-04
18833,4,5,7,4,4,2016-02-01
18817,0,1,8,2,0,2016-01-27
18816,6,6,5,8,7,2016-01-27
18795,0,1,4,3,9,2016-01-20
18780,7,0,2,8,6,2016-01-15
18778,8,2,9,0,4,2016-01-14
18772,3,7,2,5,7,2016-01-12
18769,6,2,7,3,1,2016-01-11
18760,8,1,7,5,8,2016-01-08
18757,6,7,7,1,4,2016-01-07
18747,3,8,8,5,3,2016-01-04
18746,0,8,2,0,2,2016-01-03
18745,3,0,3,9,7,2016-01-03
18720,4,5,7,4,4,2015-12-26
18721,2,0,3,3,2,2015-12-26
18716,4,5,8,2,8,2015-12-24
18709,6,9,5,5,2,2015-12-22
18695,1,0,8,8,4,2015-12-17
18687,0,6,5,3,9,2015-12-15
18660,9,5,3,0,6,2015-12-06
18657,5,0,0,1,3,2015-12-05
18638,3,4,1,7,2,2015-11-28
18625,8,3,3,3,0,2015-11-24
18620,2,0,9,1,7,2015-11-22
18610,7,1,8,0,3,2015-11-19
18600,5,2,7,3,7,2015-11-16
18598,3,3,1,5,3,2015-11-15
18599,6,7,6,7,9,2015-11-15
18590,9,5,7,7,7,2015-11-12
18587,6,9,2,0,7,2015-11-11
18570,0,0,1,6,0,2015-11-06
18548,9,7,2,7,6,2015-10-29
18528,3,0,5,3,1,2015-10-23
18526,6,1,7,5,6,2015-10-22
18510,5,7,4,4,8,2015-10-17
18508,4,7,6,0,2,2015-10-16
18507,5,3,0,2,0,2015-10-16
18503,7,5,9,0,5,2015-10-14
18491,4,3,0,0,0,2015-10-10
18489,0,0,5,8,7,2015-10-10
18466,2,2,4,8,8,2015-10-02
18462,3,2,6,9,8,2015-10-01
18452,7,2,2,2,5,2015-09-27
18449,3,7,1,7,1,2015-09-26
18444,6,3,4,8,5,2015-09-25
18443,4,8,7,5,1,2015-09-24
18435,5,0,0,1,3,2015-09-22
18431,5,4,7,7,4,2015-09-20
18423,5,7,4,3,5,2015-09-18
18414,3,3,1,5,4,2015-09-15
18400,0,4,9,3,4,2015-09-10
18398,4,6,7,5,9,2015-09-09
18395,7,1,2,8,7,2015-09-08
18394,3,1,7,4,4,2015-09-08
18387,7,0,8,8,2,2015-09-06
18372,9,7,3,8,2,2015-09-01
18374,9,5,8,5,7,2015-09-01
18359,5,5,5,4,5,2015-08-27
18356,0,6,2,7,2,2015-08-26
18355,1,2,1,2,6,2015-08-26
18344,1,6,4,8,9,2015-08-22
18341,6,4,4,3,6,2015-08-21
18337,8,5,4,4,6,2015-08-20
18331,3,6,5,2,7,2015-08-18
18326,7,8,4,7,5,2015-08-16
18321,9,3,8,4,7,2015-08-15
18316,9,5,0,8,1,2015-08-13
18312,8,5,8,5,3,2015-08-12
18302,3,3,7,4,6,2015-08-08
18295,6,4,1,3,7,2015-08-06
18292,5,1,4,8,0,2015-08-05
18290,7,9,8,6,9,2015-08-04
18288,3,5,5,0,2,2015-08-04
18281,5,0,7,3,3,2015-08-01
18268,9,6,0,1,0,2015-07-28
18266,3,6,1,0,9,2015-07-27
18262,7,6,6,9,0,2015-07-26
18254,8,6,1,1,2,2015-07-23
18251,3,1,8,1,9,2015-07-22
18249,0,8,2,0,8,2015-07-22
18218,3,6,8,4,2,2015-07-11
18182,9,9,6,7,5,2015-06-29
18180,6,4,6,8,6,2015-06-29
18173,1,7,6,1,6,2015-06-26
18167,4,7,6,0,2,2015-06-24
18131,1,3,4,9,2,2015-06-12
18128,7,6,6,9,0,2015-06-11
18105,5,9,0,0,4,2015-06-04
18102,3,7,9,5,6,2015-06-03
18099,8,8,7,5,7,2015-06-02
18090,0,4,1,5,3,2015-05-30
18086,4,4,5,1,7,2015-05-28
18084,3,4,5,3,7,2015-05-28
18075,9,9,6,5,5,2015-05-25
18071,8,4,6,5,8,2015-05-23
18070,1,0,7,3,6,2015-05-23
18068,7,7,8,1,3,2015-05-22
18057,3,8,8,5,9,2015-05-19
18054,9,1,5,2,5,2015-05-18
18041,1,7,0,6,8,2015-05-13
18032,8,2,3,3,9,2015-05-10
18028,4,9,7,7,4,2015-05-09
18026,5,7,9,4,5,2015-05-08
18025,3,1,7,5,8,2015-05-08
18014,9,9,9,2,1,2015-05-04
18013,8,0,3,0,4,2015-05-04
18011,0,1,8,2,0,2015-05-03
18010,5,5,3,4,4,2015-05-03
18009,3,8,6,8,5,2015-05-03
17977,9,3,2,2,6,2015-04-22
17971,6,8,2,3,5,2015-04-20
17969,6,3,4,8,5,2015-04-19
17956,9,1,8,3,0,2015-04-15
17955,0,9,0,3,2,2015-04-15
17954,9,1,2,2,0,2015-04-14
17944,6,4,2,6,9,2015-04-11
17940,4,3,4,9,4,2015-04-10
17935,6,8,4,6,5,2015-04-08
17927,1,4,8,8,6,2015-04-05
17926,1,5,6,1,6,2015-04-05
17907,9,1,4,2,4,2015-03-30
17901,5,5,9,7,8,2015-03-28
17898,5,6,8,0,8,2015-03-27
17889,1,3,0,7,5,2015-03-24
17876,9,9,3,7,8,2015-03-19
17862,8,7,5,9,9,2015-03-15
17851,7,3,6,5,1,2015-03-11
17820,9,1,8,3,0,2015-03-01
17817,0,0,0,3,7,2015-02-28
17814,3,1,7,3,5,2015-02-27
17812,9,7,2,5,4,2015-02-26
17803,2,8,8,0,3,2015-02-23
17801,9,0,7,6,0,2015-02-22
17798,7,0,9,4,7,2015-02-21
17790,8,9,4,9,0,2015-02-19
17773,0,8,6,3,0,2015-02-13
17771,0,6,5,8,6,2015-02-12
17767,4,5,4,2,5,2015-02-11
17752,3,1,4,8,4,2015-02-06
17746,9,5,9,7,4,2015-02-04
17743,2,9,7,0,9,2015-02-03
17734,4,8,7,4,7,2015-01-31
17732,7,7,5,1,9,2015-01-30
17721,4,3,4,9,4,2015-01-27
17718,0,0,8,6,0,2015-01-26
17708,8,3,2,8,7,2015-01-22
17701,2,7,8,0,1,2015-01-20
17687,3,6,4,6,3,2015-01-15
17677,0,8,7,4,9,2015-01-12
17674,4,2,5,7,7,2015-01-11
17668,2,1,0,9,7,2015-01-09
17665,0,1,1,0,6,2015-01-08
17652,2,5,1,6,0,2015-01-04
17630,3,2,2,5,8,2014-12-27
17623,0,3,1,5,1,2014-12-25
17624,6,4,8,8,6,2014-12-25
17612,6,6,3,1,1,2014-12-21
17592,1,7,1,3,0,2014-12-15
17578,3,7,6,3,9,2014-12-10
17574,2,4,7,0,2,2014-12-09
17569,6,7,1,9,1,2014-12-07
17559,3,0,0,5,6,2014-12-04
17555,4,3,0,0,0,2014-12-02
17548,4,7,2,8,1,2014-11-30
17544,9,5,3,3,3,2014-11-29
17534,7,6,4,1,5,2014-11-25
17526,5,7,0,5,9,2014-11-23
17519,7,1,6,1,1,2014-11-20
17505,9,0,7,7,4,2014-11-16
17507,7,9,3,9,7,2014-11-16
17485,1,2,4,5,7,2014-11-09
17477,7,9,6,2,0,2014-11-06
17474,8,8,5,8,4,2014-11-05
17443,6,8,8,8,4,2014-10-26
17435,1,6,2,2,5,2014-10-23
17431,9,5,6,1,5,2014-10-22
17427,8,4,9,3,5,2014-10-21
17419,1,1,3,9,0,2014-10-18
17415,2,3,6,8,7,2014-10-17
17401,2,4,7,0,2,2014-10-12
17390,3,6,8,5,3,2014-10-08
17386,5,7,5,8,9,2014-10-07
17380,9,1,8,9,4,2014-10-05
17377,1,7,5,0,4,2014-10-04
17336,0,7,2,1,6,2014-09-20
17328,8,6,8,5,8,2014-09-18
17309,7,0,6,1,5,2014-09-11
17308,5,5,0,6,6,2014-09-11
17299,4,3,7,9,9,2014-09-08
17294,1,6,2,4,8,2014-09-06
17287,4,5,5,6,9,2014-09-04
17260,9,6,2,5,2,2014-08-26
17257,4,1,2,1,3,2014-08-25
17251,7,3,6,2,3,2014-08-23
17232,9,3,1,4,2,2014-08-17
17224,9,2,7,5,8,2014-08-14
17214,1,5,8,7,9,2014-08-11
17207,7,7,8,0,5,2014-08-08
17199,2,8,8,2,7,2014-08-06
17198,4,2,8,6,0,2014-08-05
17188,3,0,5,5,5,2014-08-02
17186,4,2,0,1,9,2014-08-01
17165,6,4,6,9,7,2014-07-25
17139,8,8,5,8,4,2014-07-17
17123,9,2,7,2,4,2014-07-11
17121,2,8,7,5,1,2014-07-11
17115,8,3,5,6,8,2014-07-09
17114,2,8,3,3,7,2014-07-08
17113,3,2,4,9,2,2014-07-08
17108,0,5,5,3,4,2014-07-06
17100,0,9,0,5,8,2014-07-04
17101,1,7,0,6,8,2014-07-04
17091,0,7,6,1,1,2014-07-01
17087,8,8,3,9,7,2014-06-29
17074,0,1,1,1,2,2014-06-25
17073,0,6,5,8,6,2014-06-25
17064,8,4,1,9,4,2014-06-22
17061,8,2,3,3,9,2014-06-21
17044,6,8,2,3,5,2014-06-15
17035,7,9,8,6,9,2014-06-12
17033,5,6,2,3,3,2014-06-11
17028,8,7,4,8,9,2014-06-10
17021,0,6,1,4,5,2014-06-07
17018,1,0,9,3,0,2014-06-06
17016,0,7,8,6,4,2014-06-06
17013,1,1,2,6,1,2014-06-05
17002,5,2,8,2,7,2014-06-01
16999,5,9,0,4,4,2014-05-31
16996,1,6,1,7,7,2014-05-30
16995,2,8,6,1,3,2014-05-30
16988,5,2,8,2,7,2014-05-27
16984,8,9,6,6,4,2014-05-26
16981,4,3,8,3,9,2014-05-25
16979,8,6,6,6,7,2014-05-24
16955,8,6,1,1,2,2014-05-16
16954,3,4,6,9,7,2014-05-16
16945,9,5,3,0,5,2014-05-13
16933,7,3,5,9,7,2014-05-09
16929,3,9,5,9,4,2014-05-08
16926,6,9,5,8,4,2014-05-07
16923,5,3,0,2,0,2014-05-06
16922,8,2,7,6,3,2014-05-05
16920,1,2,1,2,6,2014-05-05
16916,3,3,2,7,8,2014-05-03
16904,5,5,5,1,6,2014-04-29
16900,4,3,5,6,6,2014-04-28
16895,0,9,2,0,1,2014-04-26
16884,2,2,8,1,7,2014-04-23
16865,8,8,7,4,7,2014-04-16
16858,7,3,9,5,7,2014-04-14
16842,0,2,3,7,6,2014-04-09
16838,3,7,0,4,8,2014-04-07
16829,7,3,5,4,2,2014-04-04
16828,1,9,3,5,4,2014-04-04
16812,3,2,5,6,5,2014-03-30
16791,9,3,9,5,3,2014-03-23
16786,0,8,5,2,6,2014-03-21
16785,2,8,6,1,3,2014-03-21
16738,9,7,2,1,5,2014-03-05
16726,9,0,8,2,3,2014-03-01
16724,6,7,8,5,4,2014-02-28
16716,7,4,7,2,3,2014-02-26
16714,2,3,1,5,8,2014-02-25
16712,5,8,3,0,4,2014-02-24
16709,3,3,7,4,6,2014-02-23
16704,4,0,7,9,5,2014-02-22
16703,4,4,0,7,0,2014-02-21
16701,8,5,7,6,6,2014-02-21
16699,3,0,2,2,5,2014-02-20
16677,8,4,9,6,5,2014-02-13
16674,3,8,8,5,3,2014-02-12
16656,9,4,5,5,1,2014-02-06
16654,8,3,2,3,9,2014-02-05
16648,5,6,8,6,2,2014-02-03
16641,9,1,9,1,7,2014-02-01
16640,6,6,0,8,9,2014-01-31
16637,3,1,4,8,8,2014-01-30
16636,8,1,8,7,4,2014-01-30
16628,2,7,8,1,9,2014-01-27
16627,6,6,8,5,4,2014-01-27
16603,1,8,3,8,0,2014-01-19
16601,7,9,7,8,7,2014-01-18
16597,1,1,0,6,1,2014-01-17
16592,2,8,5,9,5,2014-01-15
16590,1,0,7,3,7,2014-01-15
16588,2,0,0,3,6,2014-01-14
16573,5,9,7,1,9,2014-01-09
16570,0,4,1,5,3,2014-01-08
16569,4,8,8,7,3,2014-01-08
16568,5,1,4,8,9,2014-01-07
16554,6,5,2,6,3,2014-01-03
16552,9,5,4,2,3,2014-01-02
16545,5,7,4,4,8,2013-12-31
16539,5,6,3,7,3,2013-12-29
16538,0,3,7,0,2,2013-12-28
16527,5,6,4,7,9,2013-12-25
16525,7,7,6,6,7,2013-12-24
16519,1,0,4,8,7,2013-12-22
16503,2,0,0,3,6,2013-12-17
16496,2,6,4,7,6,2013-12-14
16493,2,8,3,3,7,2013-12-13
16492,7,8,5,7,5,2013-12-13
16475,9,7,4,8,2,2013-12-07
16445,6,6,5,8,7,2013-11-27
16428,7,5,0,3,6,2013-11-22
16425,5,2,7,3,7,2013-11-21
16421,9,1,1,4,9,2013-11-19
16416,9,7,3,8,2,2013-11-18
16410,6,6,0,7,9,2013-11-16
16408,3,4,2,9,9,2013-11-15
16388,1,3,6,2,7,2013-11-08
16376,9,2,3,7,4,2013-11-04
16375,6,7,5,7,2,2013-11-04
16371,9,8,7,2,0,2013-11-03
16368,6,1,1,5,2,2013-11-02
16363,5,9,0,7,6,2013-10-31
16362,6,7,0,5,2,2013-10-31
16359,6,8,3,8,7,2013-10-30
16354,4,2,2,3,8,2013-10-28
16348,6,8,4,6,5,2013-10-26
16343,5,4,4,9,5,2013-10-24
16339,6,6,7,3,6,2013-10-23
16336,8,1,2,5,8,2013-10-22
16330,4,8,2,5,0,2013-10-20
16304,1,0,7,9,9,2013-10-11
16300,4,4,8,8,1,2013-10-10
16284,9,5,5,6,2,2013-10-05
16278,5,8,7,0,7,2013-10-03
16276,9,1,7,0,2,2013-10-02
16273,5,2,3,7,5,2013-10-01
16262,3,9,5,9,4,2013-09-27
16258,3,4,4,2,3,2013-09-26
16257,4,6,6,4,0,2013-09-26
16253,6,9,3,9,9,2013-09-24
16252,5,4,3,1,8,2013-09-24
16226,2,0,1,4,4,2013-09-15
16207,9,2,2,6,5,2013-09-09
16203,2,4,7,1,9,2013-09-08
16199,9,7,5,8,5,2013-09-06
16169,9,9,0,8,5,2013-08-27
16168,8,9,7,5,6,2013-08-27
16162,7,7,0,7,1,2013-08-25
16160,2,8,8,4,4,2013-08-24
16157,9,7,3,0,1,2013-08-23
16153,3,2,4,3,1,2013-08-22
16124,8,3,7,4,2,2013-08-12
16119,0,6,5,7,5,2013-08-11
16099,5,7,8,5,4,2013-08-04
16097,5,1,4,9,2,2013-08-03
16090,1,1,1,7,5,2013-08-01
16085,2,6,9,2,3,2013-07-30
16076,6,2,0,5,7,2013-07-27
16068,0,3,9,4,1,2013-07-25
16065,5,7,2,8,2,2013-07-24
16056,9,5,3,3,3,2013-07-21
16054,9,5,2,0,2,2013-07-20
16051,6,9,2,0,7,2013-07-19
16049,2,3,4,6,9,2013-07-18
16048,3,6,6,8,8,2013-07-18
16040,8,1,6,2,6,2013-07-15
16036,9,6,0,9,6,2013-07-14
16035,7,9,6,2,0,2013-07-14
16027,1,5,4,8,5,2013-07-11
16025,5,0,3,2,7,2013-07-10
16021,8,8,5,0,7,2013-07-09
16017,4,7,2,9,8,2013-07-08
16010,2,5,3,6,6,2013-07-05
16003,7,9,8,3,9,2013-07-03
15995,7,3,9,2,7,2013-06-30
15975,2,8,1,1,0,2013-06-24
15953,4,2,2,3,8,2013-06-16
15947,5,1,3,4,9,2013-06-14
15945,1,1,0,6,1,2013-06-14
15911,2,1,7,3,9,2013-06-02
15905,3,3,1,5,4,2013-05-31
15900,0,0,5,5,6,2013-05-30
15884,8,2,9,2,4,2013-05-24
15882,6,7,5,1,3,2013-05-24
15877,9,4,0,1,3,2013-05-22
15875,6,7,8,4,3,2013-05-21
15872,6,5,0,1,2,2013-05-20
15867,2,7,7,1,1,2013-05-19
15858,6,3,0,4,2,2013-05-16
15853,5,9,9,4,7,2013-05-14
15844,6,9,5,9,8,2013-05-11
15840,4,0,5,4,3,2013-05-10
15833,4,6,3,2,2,2013-05-07
15825,9,2,1,2,5,2013-05-05
15814,5,7,9,4,5,2013-05-01
15806,2,8,1,4,4,2013-04-28
15805,3,6,3,5,9,2013-04-28
15791,2,6,6,4,5,2013-04-23
15762,9,2,6,5,8,2013-04-14
15755,8,8,0,4,6,2013-04-11
15743,2,4,7,1,9,2013-04-07
15725,8,4,1,9,4,2013-04-01
15700,2,3,9,9,5,2013-03-24
15695,0,7,7,8,2,2013-03-22
15694,2,6,9,9,1,2013-03-22
15688,5,8,4,4,7,2013-03-20
15681,3,9,2,0,4,2013-03-18
15677,6,0,7,9,3,2013-03-16
15664,4,3,5,6,6,2013-03-12
15662,6,9,9,2,1,2013-03-11
15646,7,8,7,5,6,2013-03-06
15644,3,7,4,0,8,2013-03-05
15641,9,2,1,0,4,2013-03-04
15638,6,9,9,2,1,2013-03-03
15621,4,4,9,9,2,2013-02-26
15615,9,9,6,5,5,2013-02-24
15598,6,2,0,5,7,2013-02-18
15593,2,2,0,7,4,2013-02-16
15575,0,7,6,0,8,2013-02-10
15574,4,7,1,7,0,2013-02-10
15572,8,6,8,5,8,2013-02-09
15563,0,2,4,3,6,2013-02-06
15562,7,8,4,7,5,2013-02-06
15560,5,3,7,0,2,2013-02-05
15558,8,2,0,4,7,2013-02-05
15556,8,1,0,8,3,2013-02-04
15551,2,7,8,1,9,2013-02-02
15544,2,2,4,8,8,2013-01-31
15543,1,8,0,4,7,2013-01-31
15534,9,0,8,3,5,2013-01-28
15527,1,3,9,5,3,2013-01-25
15521,6,6,4,6,3,2013-01-23
15518,1,2,6,1,1,2013-01-22
15490,6,6,4,1,2,2013-01-13
15488,5,7,2,8,8,2013-01-12
15471,6,7,5,9,0,2013-01-07
15469,0,0,5,1,2,2013-01-06
15467,3,4,6,9,7,2013-01-05
15465,2,4,2,2,6,2013-01-05
15460,3,0,8,1,1,2013-01-03
15457,3,3,1,0,0,2013-01-02
15456,2,8,2,0,3,2013-01-02
15453,5,7,0,9,4,2013-01-01
15442,2,6,6,3,4,2012-12-28
15437,2,1,6,8,4,2012-12-26
15425,5,2,0,2,5,2012-12-22
15410,4,1,7,8,9,2012-12-17
15409,3,4,3,5,4,2012-12-17
15405,1,1,3,4,1,2012-12-16
15400,9,0,7,7,4,2012-12-14
15393,0,1,8,0,9,2012-12-12
15378,1,0,9,3,0,2012-12-07
15374,7,9,3,4,5,2012-12-05
15373,0,3,1,7,3,2012-12-05
15351,7,1,6,1,1,2012-11-28
15349,8,4,5,6,0,2012-11-27
15336,6,1,7,2,0,2012-11-23
15335,9,2,3,7,4,2012-11-22
15332,3,1,9,8,5,2012-11-21
15328,4,7,2,1,2,2012-11-20
15318,0,5,5,3,4,2012-11-17
15305,6,1,1,4,1,2012-11-12
15303,5,5,5,4,1,2012-11-12
15292,8,3,9,6,7,2012-11-08
15272,8,8,0,4,6,2012-11-01
15269,0,3,0,0,9,2012-10-31
15260,3,4,5,3,5,2012-10-28
15253,9,9,9,2,2,2012-10-26
15252,3,2,8,9,7,2012-10-26
15245,6,6,6,8,8,2012-10-23
15241,5,5,7,1,1,2012-10-22
15237,9,9,9,2,2,2012-10-21
15232,8,1,0,8,3,2012-10-19
15230,5,9,8,7,4,2012-10-18
15226,7,3,8,9,1,2012-10-17
15213,9,1,2,2,0,2012-10-13
15204,8,9,8,2,8,2012-10-10
15184,9,4,3,0,0,2012-10-03
15182,6,7,9,2,9,2012-10-02
15172,2,7,3,4,5,2012-09-29
15171,0,1,5,8,3,2012-09-29
15170,7,5,9,8,8,2012-09-28
15169,7,3,5,4,2,2012-09-28
15168,4,6,9,9,5,2012-09-28
15160,7,4,7,2,3,2012-09-25
15158,5,1,4,9,2,2012-09-24
15155,1,9,5,7,9,2012-09-23
15133,5,7,6,3,9,2012-09-16
15120,4,3,5,4,0,2012-09-12
15112,4,4,9,8,9,2012-09-09
15110,1,8,0,4,0,2012-09-08
15102,6,6,3,8,5,2012-09-06
15097,4,5,8,2,8,2012-09-04
15095,4,6,1,9,2,2012-09-03
15084,3,4,7,7,8,2012-08-31
15082,7,1,3,1,3,2012-08-30
15076,7,9,8,3,9,2012-08-28
15068,9,0,1,6,1,2012-08-25
15067,5,8,6,8,0,2012-08-25
15061,7,3,5,6,3,2012-08-23
15058,5,3,5,9,1,2012-08-22
15051,5,6,8,0,8,2012-08-20
15048,3,2,5,5,9,2012-08-19
15046,2,8,7,5,1,2012-08-18
15043,6,7,5,7,2,2012-08-17
15038,4,9,4,3,3,2012-08-15
15015,9,5,5,7,0,2012-08-08
15004,8,2,7,5,9,2012-08-04
15002,4,7,5,9,7,2012-08-03
14997,6,7,6,9,3,2012-08-02
14995,5,6,0,4,5,2012-08-01
14986,0,0,9,9,2,2012-07-29
14971,0,5,0,0,2,2012-07-24
14967,3,3,2,0,6,2012-07-23
14962,5,0,4,1,9,2012-07-21
14955,0,3,9,4,1,2012-07-19
14950,1,3,9,5,3,2012-07-17
14947,2,7,7,6,0,2012-07-16
14943,3,1,7,9,1,2012-07-15
14938,1,7,5,9,0,2012-07-13
14930,5,2,4,4,9,2012-07-10
14928,2,6,7,0,8,2012-07-10
14927,8,3,5,1,6,2012-07-09
14922,7,0,6,1,5,2012-07-08
14919,9,3,0,3,7,2012-07-07
14905,7,7,7,9,6,2012-07-02
14903,7,4,0,0,6,2012-07-01
14902,5,2,6,6,3,2012-07-01
14887,7,2,2,6,9,2012-06-26
14885,2,3,9,5,5,2012-06-25
14882,9,5,7,7,7,2012-06-24
14860,8,9,2,8,6,2012-06-17
14845,6,5,1,2,0,2012-06-12
14830,8,9,8,2,8,2012-06-07
14819,3,1,0,5,8,2012-06-03
14818,2,4,0,6,3,2012-06-03
14815,6,9,5,9,8,2012-06-02
14799,9,4,3,8,6,2012-05-28
14787,0,2,0,8,1,2012-05-24
14784,1,6,1,7,7,2012-05-23
14779,4,6,6,6,8,2012-05-21
14776,7,7,8,1,3,2012-05-20
14771,2,2,8,2,2,2012-05-18
14766,2,4,0,6,3,2012-05-17
14753,8,6,4,2,9,2012-05-12
14736,3,7,3,9,7,2012-05-07
14729,3,6,1,0,9,2012-05-04
14712,5,3,8,8,4,2012-04-29
14706,2,3,4,6,9,2012-04-27
14694,6,9,5,8,4,2012-04-23
14688,5,0,6,4,3,2012-04-21
14675,7,1,8,0,3,2012-04-16
14673,0,3,7,1,1,2012-04-16
14671,5,8,9,9,5,2012-04-15
14667,2,8,5,8,2,2012-04-14
14664,3,7,2,5,7,2012-04-13
14649,0,2,9,7,5,2012-04-08
14644,0,1,8,0,9,2012-04-06
14637,5,0,2,7,4,2012-04-04
14634,2,3,9,5,5,2012-04-03
14627,4,5,6,5,7,2012-03-31
14603,8,7,5,9,9,2012-03-23
14597,8,8,5,8,5,2012-03-21
14594,5,3,2,7,6,2012-03-20
14593,5,6,8,6,2,2012-03-20
14592,3,8,1,3,0,2012-03-20
14587,9,9,5,6,2,2012-03-18
14573,3,8,1,9,3,2012-03-13
14567,2,7,3,4,5,2012-03-11
14564,1,0,4,8,7,2012-03-10
14561,8,3,6,2,8,2012-03-09
14552,1,0,0,1,8,2012-03-06
14542,8,1,0,4,3,2012-03-03
14529,9,3,1,4,2,2012-02-28
14505,3,1,0,5,8,2012-02-20
14496,9,9,0,8,5,2012-02-17
14470,2,4,5,4,6,2012-02-08
14469,7,7,0,7,1,2012-02-08
14467,5,7,0,5,9,2012-02-07
14466,6,3,7,3,8,2012-02-07
14459,2,3,2,8,8,2012-02-04
14455,1,4,6,8,2,2012-02-03
14440,2,3,7,2,5,2012-01-29
14439,6,6,8,8,4,2012-01-29
14438,3,0,7,2,6,2012-01-28
14404,3,6,8,4,2,2012-01-17
14396,8,3,6,6,2,2012-01-14
14391,3,1,0,3,3,2012-01-13
14382,0,4,0,8,3,2012-01-10
14367,9,8,0,1,0,2012-01-05
14360,6,3,0,4,2,2012-01-02
14353,4,0,5,4,4,2011-12-31
14351,1,0,6,1,5,2011-12-30
14334,8,3,7,4,2,2011-12-25
14329,6,4,1,3,7,2011-12-23
14324,3,4,2,9,9,2011-12-21
14316,7,0,7,0,0,2011-12-19
14308,5,1,9,1,6,2011-12-16
14303,2,9,8,3,6,2011-12-14
14298,8,9,2,8,6,2011-12-13
14299,2,5,9,0,7,2011-12-13
14283,7,0,8,8,2,2011-12-08
14261,1,7,9,4,2,2011-11-30
14251,9,4,0,3,4,2011-11-27
14249,7,7,3,0,2,2011-11-26
14237,3,0,1,2,6,2011-11-22
14233,0,6,5,3,9,2011-11-21
